writer_id,writer_name
2575,V  t Hrub  n
2576,Jan Osten
2577,Koji Shiraishi
2578,Flo Cornall
2579,Warren Graves
2580,Ra  l de Anda
2581,Sergio V  jar
2582,G  rard Jugnot
2583,Isabelle Mergault
2584,Hero Hemmingsley
2585,Modeste Moussorgsky
2586,Joanna Crawford
2587,Levent   etin
2588,Ren   Fallet
2589,Ren   Clair
2590,Jean Aurel
2591,Claude Delafosse
2592,Jeanne Delafosse
2593,Dhanush
2594,Aishwarya Rajinikanth
2595,Jerzy Kotowski
2596,Bohdan Butenko
2597,Yvick Letexier
2598,David Ashkenazi
2599,Marat Shakurov
2600,M.R. Fitzgerald
2601,Orson Codd
2602,Jeremy Norrie
2603,Brice Bowman
2604,Xan M  rquez Caneda
2605,Kristof Bilsen
2606,Sean Durkin
2607,Tom Millhouse
2608,S   Kuramoto
2609,Gary Sinyor
2610,Ronald Chase
2611,Mich  le Frolov
2612,Kim Fupz Aakeson
2613,Jovan   eri  
2614,Louis Malle
2615,Rutherford Montgomery
2616,Albert Aley
2617,Alisa Christensen
2618,Viggo Mortensen
2619,Doris Schroeder
2620,Aleksey Zheludov
2621,Aleksey Markov
2622,Rafael Azcona
2623,Manuel Vicent
2624,Leonardo Garcia
2625,Calvind Macaraig
2626,Lawrence Cheng
2627,Jonathan Hensleigh
2628,Paul Bernbaum
2629,Philip K. Dick
2630,Gary Goldman
2631,Juichiro Yamasaki
2632,Andre Dubus
2633,Aric Avelino
2634,Steven Bagatourian
2635,Jim Henson
2636,Terry Jones
2637,Dennis Lee 
2638,Timothy Balme
2639,Mihajlo Obrenov
2640,Marco Amaral
2641,Francis M. Cockrell
2642,Luke Mullen
2643,Pierre   taix
2644,Thor Heyerdahl
2645,Thomas Page
2646,William Castle
2647,Floyd Byars
2648,Diego Garzon
2649,Guillaume Lambert
2650,Angelina Jolie
2651,Aldo Vigliarolo
2652,Gonzalo Herralde
2653,Hannah Park
2654,Percival Everett
2655,Emeline Fichaux
2656,La  titia DaCosta
2657,Huress Tchitembo
2658,Manon Ravaz
2659,Chlo   Ravaz
2660,Rex Taylor
2661,Nanni Loy
2662,Vincent Gallo
2663,Milorad Krsti  
2664,David L. Corley
2665,Robert Mason
2666,Sergio G. S  nchez
2667,Chung Keun-sup
2668,Laila Pakalnina
2669,Chris Parker
2670,James Mason
2671,Mykhailo Illienko
2672,Ruggero Leoncavallo
2673,Will Darbyshire
2674,Elmar Klos
2675,J  n Kad  r
2676,Franti  ek B  etislav Kunc
2677,James Lee
2678,Catherine Paill  
2679,Samuel Collardey
2680,Aleksandr Rekemchuk
2681,Mohamed Al Daradji
2682,Isabelle Stead
2683,Madeline Sharafian
2684,Larken Rose
2685,Andrew Treglia
2686,Lee Gaulman
2687,Yash Sawant
2688,Lilly Diamond
2689,  aslav Damjanovi  
2690,Farshad Zarei
2691,Luca Solina
2692,Sam Johnson
2693,Don DeLillo
2694,Hedwig Lachmann
2695,Sing-Fung Ka
2696,Lo Kim Fei
2697,Milena Markovi  
2698,Bojana Maljevi  
2699,Hetty Baynes
2700,Neil Biswas
2701,Anton Yarush
2702,Tamara Dondurey
2703,Masaru Kobayashi
2704,Fumiko Hayashi
2705,Lamberto Benvenuti
2706,Joany Kane
2707,Jennifer Armentrout
2708,Immanuel Lope'Laa
2709,Glenn M. Benest
2710,Matthew Barry
2711,Paul Staples
2712,Steve Railsback
2713,James Keach
2714,Carlos Concei    o
2715,Mary Nyanzi
2716,Daniel Mugerwa
2717,Maria Fernanda Cepeda
2718,Katalina Angel
2719,Sahory Balaguera
2720,Daniela Maldonado
2721,Ra  l Vidales
2722,Valeria L  pez
2723,Yoko Ruiz
2724,Alexandra Colmenares
2725,Emma Benestan
2726,Ryszard Bugajski
2727,Janusz Dymek
2728,Pravini Baboeram
2729,Horace Jackson
2730,Pamela Wynne
2731,Graham John
2732,Richard Condon
2733,George Axelrod
2734,Christina McInulty
2735,Georgi Chavdarov
2736,Peyami Safa
2737,K. Asher Levin
2738,Azizi Donnelly
2739,McKenna Ralston
2740,Grant Crocker
2741,Bruno Carboni
2742,Marcela Bordin
2743,Marcela Silva y Nasute
2744,Will Hacker
2745,Darren Wilson
2746,Matias Corbell
2747,Miguel Unsadivaras
2748,Mart  n Jalfen
2749,Rodrigo Spagnuolo
2750,Avid Liongoren
2751,Paulle Olivenza
2752,Manny Angeles
2753,Joel Potrykus
2754,Raabia Hussain
2755,Fernando Lopes
2756,Jo  o Lopes
2757,Diogo Lopes
2758,Megi Hsu
2759,Weiko Lin
2760,Nicol  s Onetti
2761,Sharon Maymon
2762,Tal Granit
2763,Miranda Herbele
2764,Margaret Weiner
2765,Richie Lyons
2766,Emily Sanker
2767,Andrew Tyrrell
2768,Andrey Zvyagintsev
2769,Andrew Bowser
2770,Kim Byeong-gyu
2771,Son Ji-hwan
2772,David Kidd
2773,Aaron Spelling
2774,Rosa von Praunheim
2775,Marco Rossi
2776,Mike Bodd  
2777,Thomas van Luyn
2778,Paul Anthony Rogers
2779,Metod Pevec
2780,Walter C. Hackett
2781,Bess Meredyth
2782,Jeanette Branch
2783,Travis Laidlaw
2784,Noh Hong-sik
2785,Lyle Slack
2786,Shelton R. Johnson
2787,Alessandro Camon
2788,Tim Ryan
2789,David Freedman
2790,Jeong Yong-ki
2791,Chun Sung-il
2792,Tom O'Connor
2793,Jennifer Reeder
2794,Lun Sevnik
2795,Gabriel De Mercur
2796,  zcan Deniz
2797,Avni Tuna Dilligil
2798,Joseph Conrad
2799,  neas MacKenzie
2800,James Agee
2801,Stephen Crane
2802,Snobar Avani
2803,Alper Zilgir
2804,David Bradburn
2805,Gabrielle Andres
2806,  rp  d Bogd  n
2807,Tom Kolinski
2808,Michael Sauter
2809,Marcin Kubawski
2810,Marc Esquirol
2811,Pau Berlanga
2812,Kurt Heuser
2813,Georg Marischka
2814,Yugabharathi
2815,Pa. Vijay
2816,Franco Verucci
2817,Arri machoian
2818,Melody C. Roscher
2819,Daniel Ecker
2820,Calvin Clements Jr.
2821,Juan Bustillo Oro
2822,Khavn
2823,Moises Aisemberg
2824,Juris Podnieks
2825,Zdenko Jurilj
2826,Elio Quiroga
2827,Paolo Iavarone
2828,Cristina Amaral
2829,Joel Yamaji
2830,Regina Chamlian
2831,Werner H. Furst
2832,Pierre Gendron
2833,Danial Michele Mirza
2834,Iva Gocheva
2835,Mariquita 'Micki' Davis
2836,Lucio Lepri
2837,Andrea Piezzo
2838,Heo Chul
2839,Jun Sung-hee
2840,Jujana Petriashvili
2841,William Riead
2842,Tom Leggett
2843,Dennis Kelly
2844,Arthur Boys
2845,Rodney Ackland
2846,Khaled Youssef
2847,Walter Bernstein
2848,Lionel Chetwynd
2849,Tony Ahedo
2850,Bob North
2851,Milt Banta
2852,Al Bertino
2853,Rex Cox
2854,Milt Schaffer
2855,Riley Thomson
2856,Sylvia Moberly-Holland
2857,Ralph Wright
2858,Dick Kinney
2859,Nick George
2860,Brice Mack
2861,Bill Berg
2862,Webb Smith
2863,Leo Thiele
2864,Bill Peet
2865,Harold Jack Bloom
2866,Gene Levitt
2867,Bob Mitchell
2868,Ephraim Kishon
2869,Olaf Olszewski
2870,Patryk Vega
2871,Shaka King
2872,Tarun Gopi
2873,Mo Willems
2874,Edda Leesch
2875,Gene Gauntier
2876,Nathaniel Hawthorne
2877,Sean Carter
2878,Semi Chellas
2879,Susan Choi
2880,Giacomo Abbruzzese
2881,Christa Wolf
2882,Gerhard Wolf
2883,J  rgen Klau  
2884,Rainer Simon
2885,Paul Solet
2886,Nick Cause
2887,Wiam Bedirxan
2888,Ossama Mohammed
2889,Mike Mignola
2890,Jase Ricci
2891,Oleg Dobrynin
2892,Virginia Van Upp
2893,Sam Coslow
2894,Norman Krasna
2895,Johnny Burke
2896,Nicolas Humbert
2897,Michael Nankin
2898,Kulvinder Gill
2899,David Loucka
2900,Steve Antin
2901,Jack Cowden
2902,Arthur Weiss
2903,Alan Shapiro
2904,Ricou Browning
2905,Boris Frumin
2906,Diana Ringo
2907,Christian Borgkvist Hansen
2908,Bernard-Henri L  vy
2909,Danis Tanovi  
2910,Peter Koevari
2911,Audrey Evelyn Raine
2912,Dave Larsen
2913,Emmanuel Courcol
2914,Kamen Kalev
2915,Stan Barstow
2916,Catherine Cookson
2917,Brinceton Baum
2918,Mario Bolduc
2919,David Amann
2920,Don Shroll
2921,Alfred Shaughnessy
2922,Alberto Bermejo
2923,Boris Shergin
2924,Eduard Nazarov
2925,Yoon Jong-chan
2926,G  rard Lauzier
2927,Andrzej Wydrzy  ski
2928,Wes Fisher
2929,David Ogrodowski
2930,Roos Ouwehand
2931,Svetislav Preli  
2932,Peter Thorwarth
2933,Alexander M. R  melin
2934,Mark Bark
2935,Bryan Michael Stoller
2936,Pann MuruJaiyan
2937,Sam Vargen
2938,Austin Simpson
2939,Situ Bi
2940,Michelle Chang
2941,Chance Wanlass
2942,Gennadiy Tsyferov
2943,Shirley Frimpong-Manso
2944,Jack Thorne
2945,Rachel Mason
2946,Tobias Vees
2947,Stan Brakhage
2948,Chloe Lee
2949,Fausto Tozzi
2950,Giuseppe Bennati
2951,Ellie Popov
2952,Mona Achache
2953,Patricia Tourancheau
2954,Magdalena Masseroni
2955,Pablo Padovani
2956,Jon Hyrns
2957,Alex Karpovsky
2958,Norodom Sihanouk
2959,Jerzy Kalina
2960,Frank E. Jackson Jr.
2961,Christina Redmond
2962,Sung-a Yoon
2963,Keith Blum
2964,Chris Titone
2965,Andr   Rigaud
2966,Arnold Ridley
2967,Benno Vigny
2968,Adolf Lantz
2969,Ante Popovski
2970,Sean A. Reid
2971,Ke Zhou
2972,Mai Jintong
2973,Li Xushang
2974,Kimba Henderson
2975,Allen Walls
2976,Andrzej Wolski
2977,Micah Lyons
2978,Val  rie Grenon
2979,Henri de Gerlache
2980,Alexandra Ternant
2981,Aris Ionas
2982,Lakis Ionas
2983,Chris Jones
2984,Genevi  ve Jolliffe
2985,Mark Talbot-Butler
2986,Aleksei Kapler
2987,Miguel L  pez Beraza
2988,Janos Andras Nagy
2989,Luke Davies
2990,Fernanda Riquelme
2991,Gary Eck
2992,Leon Cheo
2993,Nicole Zschiesche
2994,G.H. Goba
2995,Clarke Silvemail
2996,George Middleton
2997,Nikita Aniskin
2998,Claude Lelouch
2999,Pierre Uytterhoeven
3000,Fay Weldon
3001,Rosita Wolkers
3002,Kader Khan
3003,K. Bhagyaraj
3004,Darren Robbie
3005,Neil LaBute
3006,Manfred Christ
3007,Harald Pokieser
3008,Barry Sandler
3009,A. Scott Berg
3010,Deepa Mehta
3011,Cedric Rutherford
3012,Isao Matsumoto
3013,Eimei Yamamoto
3014,Tako Matsuura
3015,Jonathan Zeichner
3016,Kostis Papadopoulos
3017,Elena Solomou
3018,Ernst Marischka
3019,Arthur Wimperis
3020,Hugh Gray
3021,Steve Tymon
3022,Christina Willings
3023,Diether Dehm
3024,Buddhadeb Dasgupta
3025,Pritam Mukhopadhyay
3026,Prabrit Das Mahapatra
3027,Dibyendu Palit
3028,Sven Stolpe
3029,Fyodor Dostoevsky
3030,Bertil Malmberg
3031,Finn Russell
3032,Maurice Tombragel
3033,Bryan Schulz
3034,Raffaele Aversa
3035,Chris Morgan
3036,Alan Yuen
3037,Benny Chan
3038,Larry Cohen
3039,Bing Xu
3040,Owen Crump
3041,Cond   B. Pallen
3042,O.E. Goebel
3043,Rod Serling
3044,Michelle Poteet Lisanti
3045,Jason Corgan Brown
3046,Matthew Barnes
3047,Rory Douglas Abel
3048,Kamil Krukowski
3049,Ephraim Asili
3050,Preston Thomas
3051,Alberto Isaac
3052,Juan Rulfo
3053,Yury Poymanov
3054,Harvey F. Thew
3055,Samuel Hopkins Adams
3056,Susan Coyne
3057,John Dunning
3058,Eddy Matalon
3059,John C.W. Saxton
3060,Herm  na T  rlov  
3061,Charles-  tienne D'Amours
3062,Milla Moilanen
3063,Pierre Pelegri
3064,Stella Kersov  
3065,Pierre Laroche
3066,Iosif Olshansky
3067,Irina Povolotskaya
3068,Larisa Shepitko
3069,Chinghiz Aitmatov
3070,Arthur F. Statter
3071,Grace Lutz
3072,Fina Torres
3073,Antoine Lacomblez
3074,Robert Dillon
3075,Ross Williams
3076,Matteo Garrone
3077,Vitaliano Trevisan
3078,Marco Mariolini
3079,Massimo Gaudioso
3080,Artur London
3081,Jorge Sempr  n
3082,Lise London
3083,Mijke de Jong
3084,Jan Eilander
3085,Danny Cannon
3086,Patrick Stibbs
3087,Cesar S.B. Abella
3088,Rhett Bradbury
3089,Jordi Castej  n
3090,Charles E. Israel
3091,Lucy Irvine
3092,Ji     Holba
3093,Marc Arthur Ch  ry
3094,Charles Morris Jr.
3095,Harel Goldstein
3096,Adam Low
3097,No  l Simsolo
3098,Abhiram Bhadkamkar
3099,Manuela Kay
3100,Francy Fabritz
3101,Piotr Milczarek
3102,Masud Asadollahi
3103,Michiel Snijders
3104,Arnoud Rijken
3105,Hiroshi Yamaguchi
3106,Hideaki Anno
3107,Shinji Higuchi
3108,Yoji Enokido
3109,Mitsuo Iso
3110,Akio Satsukawa
3111,Ana Lanz
3112,Enda Viaani S.H
3113,Ikki Kajiwara
3114,Norifumi Suzuki
3115,Jack Cornish
3116,Joe Frank
3117,Kevin Moriarty
3118,Choi Jong-tae
3119,Kiattisak Sriranosung
3120,Jenny Chen
3121,Thanawut Ketsaro
3122,Phumudzo Mudau
3123,Miquel Verd
3124,Caitlin Macaraig
3125,Mikheil Kobakhidze
3126,Carlos Pumares
3127,Juan Jos   Daza
3128,Walter Hill
3129,Tyrone McClain
3130,Evan Dawson
3131,Yuriy Shilov
3132,Maxim Kulikov
3133,Sergei Yutkevich
3134,Vladimir Mayakovsky
3135,Anatoliy Karanovich
3136,Niall Heery
3137,Brendan Heery
3138,Dylan Greenberg
3139,Pailer Ezra
3140,Jurgen Azazel Munster
3141,Selena Mars
3142,  scar P  rez Ram  rez
3143,Mia de Ribot
3144,Bernard Garant
3145,Juli  n Esteban Rivera
3146,Jos   Mar  a Palacio
3147,Richard Kaponas
3148,Will Blank
3149,Henryk Sienkiewicz
3150,Enrico Ribulsi
3151,Remigio Del Grosso
3152,Michael Hewitt
3153,Dermot Lavery
3154,Gencho Stoyev
3155,Lada Boyadjieva
3156,Nejat Saydam
3157,  mit K  van  
3158,David Stevens
3159,Menahem Golan
3160,Sotiris Tsafoulias
3161,Luigi Illica
3162,Giuseppe Giacosa
3163,Henri Murger
3164,Chris Cerf
3165,Jeffrey Dell
3166,  nder   akar
3167,Serdar Akar
3168,Kordian Piwowarski
3169,Andrey Andonov
3170,Krzysztof Gruszczy  ski
3171,Maurizio Ponzi
3172,Esteban Lamothe
3173,O. Henry
3174,Ed Naha
3175,Charlotte Lesche
3176,Klas   stergren
3177,Bille August
3178,Selma Lagerl  f
3179,Arthur Hopkins
3180,Dorothy Farnum
3181,John Brownjohn
3182,Lisa Ohlin
3183,william mertz
3184,Marc Messenger
3185,Alina Rudnitskaya
3186,Angus Kirby
3187,Miguel Machalski
3188,Sebasti  n Brahm
3189,Jorge Goldenberg
3190,Theo Brown
3191,Bill Paxton
3192,Daniel Hsia
3193,Mick Reinman
3194,Kenneth Fearing
3195,Lorenzo da Ponte
3196,S Columbus
3197,Roman Bratny
3198,Jeremy Larner
3199,Jochen Hick
3200,David Benioff
3201,Vasilis Katsoupis
3202,Alvin Schwartz
3203,Brian Patrick Butler
3204,Kent Bateman
3205,Ashley Williams
3206,Avtandil Sofromadze
3207,Mariannick Bellot
3208,Johanna Bedeau
3209,Mathijs Geijskes
3210,Fauzan Musyafa
3211,Mikl  s Jancs  
3212,Gyula Hern  di
3213,Lev Sheynin
3214,OSM
3215,Kirsten Smith
3216,Amanda Brown
3217,Karen McCullah
3218,Shahar Stroh
3219,Peter Strickland
3220,Jacob Guerrero
3221,Corbin Rivers
3222,Shion Otsuka
3223,Lewis Bedford
3224,Henrique Rocha
3225,Valentina Gordeeva
3226,Vincent Mariette
3227,Frauke Schlieckau
3228,Sebastian Molina Ru  z
3229,Neil Goldberg
3230,Qin Hailu
3231,Valery Fokin
3232,Ivan Popov
3233,Saskia Vanhalakka
3234,Matt Inns
3235,Louis Mellis
3236,Chris Newby
3237,Matthew Broughton
3238,Chuck McCue
3239,Jules Vincent
3240,Orfeas Karavias
3241,Paige Hoover
3242,Thomas Angeletti
3243,Bill Wisneski
3244,Johannes Lehmuskallio
3245,Clare Boylan
3246,Jenny Wilkes
3247,Giselle Geney
3248,Samuel Henry
3249,Kiran Chandrasekaran
3250,Nelson Devasia
3251,Guy Nattiv
3252,Erez Tadmor
3253,Aju Kizhumala
3254,Vijayalakshmi
3255,Ekadesi
3256,Rahul
3257,John Hersey
3258,Millard Lampell
3259,Andrey Shemshurin
3260,Mahi V. Raghav
3261,Sai Kiran Adivi
3262,Dustin Lance Black
3263,Gemma Milne
3264,Sandra Becerril
3265,Contrina Jenkins-Buggs
3266,William S. Hawkins
3267,Grantland Hawkins
3268,Robert E. Sherwood
3269,Alec Coppel
3270,Anthony Pelissier
3271,Duong Thu Huong
3272,Pierre-Antoine Hiroz
3273,Mika  l Ollivier
3274,Orson Welles
3275,Todd Louiso
3276,Rub  n Ontiveros
3277,Samuel Ort   Mart  
3278,Haruka Motohashi
3279,Oscar Brazzi
3280,Rossano Brazzi
3281,Renato Polselli
3282,Aaron McCombe
3283,Andrew Fleming
3284,George McCluskey
3285,Stuart Brennan
3286,Nicholas Hansen
3287,Milton Krims
3288,Julius J. Epstein
3289,Rowland Leigh
3290,Solomiia Tomashchuk
3291,Francisc Munteanu
3292,Brian Breger
3293,James Barrat
3294,Johnston McCulley
3295,A.P. Younger
3296,Romualdo Fajardo
3297,Lyn Fajardo
3298,Richard Manzo
3299,Mart  n Deus
3300,Sylvia Soska
3301,Jen Soska
3302,Pierre De Clercq
3303,Molly
3304,Petri Luukkainen
3305,Nuri Bilge Ceylan
3306,Robert Boner
3307,Christine Pascal
3308,Mariya Afanasyeva
3309,Adri  n Jaime
3310,Cecilia Merch  n
3311,Minh Duc Nguyen
3312,Roy Garza
3313,Mariana Ehrnandez
3314,Grayson Lang
3315,Arturo Colautti
3316,Na Do-hyang
3317,Kim Kang-yun
3318,Mauro Andrizzi
3319,Ognen Georgievski
3320,Rolf Bayer
3321,James E. Gubersky
3322,Dave Chernin
3323,John Chernin
3324,Giulia Louise Steigerwalt
3325,Dibakar Banerjee
3326,Anurag Kashyap
3327,Karan Johar
3328,Reema Kagti
3329,Zoya Akhtar
3330,Rob Reiner
3331,Phil Mishkin
3332,George Eastman
3333,Bruno Fontana
3334,Giovanni Brusadori
3335,Murray Lerner
3336,Tr   n Nh  n Ki  n
3337,Danny Zyskind
3338,Park Ji-young-I
3339,Oh In-chun
3340,Kevin K  lsch
3341,Kevin Smith
3342,Dennis Widmyer
3343,Nicholas McCarthy
3344,Gary Shore
3345,Scott Stewart
3346,Anthony Scott Burns
3347,Sarah Adina Smith
3348,Justin Kimata
3349,Derek Pearson
3350,Murray Smith
3351,Daniela Rangel
3352,Zach Brengel
3353,Jovi Kerr
3354,Richard Kwietniowski
3355,Josh Lawson
3356,G  za von Radv  nyi
3357,Judit Fej  r
3358,B  la Bal  zs
3359,F  lix M  ri  ssy
3360,David Bezmozgis
3361,Erik Rutherford
3362,Sara Broos
3363,James Fenimore Cooper
3364,Carsten Unger
3365,Edwin Davis
3366,Marina Karpova
3367,Santiago Ventura
3368,Gonzalo Palermo
3369,Mauricio Magdaleno
3370,Pierre Beno  t
3371,Antonio Momplet
3372,Amir Naderi
3373,Brian Clemens
3374,Myriam Uwiragiye Birara
3375,Elfi Mikesch
3376,Randall Fried
3377,Alberto D'Fonseca
3378,Elizabeth Hunter
3379,Alexander Urzhanov
3380,Igor Sadreev
3381,Jimi Vix
3382,Annina Enckell
3383,Tomie DePaola
3384,Farnoosh Samadi
3385,Ali Asgari
3386,Jeremy Garelick
3387,Delfin Ferrer Gamboa
3388,Trevor McCall
3389,Joel Paul Reisig
3390,Fleurtasha Cooper
3391,George Barbakadze
3392,Fleur Cooper
3393,Catherine Breillat
3394,Jason Holt
3395,Megan Siler
3396,Chad Lee
3397,Mizuki Tsujimura
3398,Yuichiro Hirakawa
3399,Matthias Haag
3400,Nico Sentner
3401,Manuel Johnen
3402,Eddie Mujica
3403,Julian Castronovo
3404,Justin D.M. Palmer
3405,Nathan Adloff
3406,Dong Xinwen
3407,Gang Wu
3408,Daniel Tucker
3409,Leon Lee
3410,Charlie Hamilton
3411,P.A. Arun Prasad
3412,Hamsalekha
3413,Ravi Srivatsa
3414,Chris Petersen
3415,John Harvey
3416,Brian D. Elkins
3417,Richard M. Sherman
3418,Robert B. Sherman
3419,Mark Twain
3420,Albert Band
3421,Fede Arnaud
3422,Edward C. Geltman
3423,William Chaffin
3424,Massimo Ceccherini
3425,Carlo Collodi
3426,Shuhei Morita
3427,Shiro Kuro
3428,Matt Mig
3429,Cesc Gay
3430,Avo Paistik
3431,Ben Ames Williams
3432,R.F.I. Porto
3433,Marl  ne Poste
3434,Mathieu Bonzon
3435,Kedar Bhusal
3436,Puspa Raj Neupane
3437,Kim Torres
3438,Nubia J. Salda  a
3439,Marty S. Minnich
3440,Tim Burton
3441,Diego Olivares
3442,Marcello Olivieri
3443,Gaetano Di Vaio
3444,Lyman Dayton
3445,Robert Paxton
3446,Zlatko Pavlini  
3447,Colette Freedman
3448,Savannah Bloch
3449,German Klimov
3450,Valentin Rasputin
3451,Rudolf Tyurin
3452,Manuel Rivas
3453,Jos   Luis Cuerda
3454,Alexandra Gulea
3455,Shayne Pax
3456,Katski Flores
3457,John Evans
3458,Miro Brankovi  
3459,Carlos Armella
3460,Hisaaki Furuya
3461,Jacques Pr  vert
3462,C. Vylars
3463,Vernon Sewell
3464,Pierre Mills
3465,Judith MacDougall
3466,David MacDougall
3467,Adam Cooper
3468,Shekhar Suman
3469,Carter Boyce
3470,Annie McLean
3471,Mike Leigh
3472,J.D. Feigelson
3473,Alan Brennert
3474,Coral Godoy
3475,Sebasti  n Bednarik
3476,Henry Trujillo
3477,Zak White
3478,Todd Spence
3479,Roy Jacobsen
3480,Nicolas Winding Refn
3481,Knut Kuhles
3482,Miguel de Cervantes
3483,Vlado Kristl
3484,Earle Browne
3485,Raffaele Mertes
3486,Francesco Contaldo
3487,Gianmario Pagano
3488,Albert Hurter
3489,Boris V. Morkovin
3490,Pinto Colvig
3491,Ted Sears
3492,Richard Di Lello
3493,Rei Nicandro
3494,Jerry Warner
3495,Edmond Seward
3496,Paul Mas
3497,JONATHAN SHANDER
3498,Casey Dillard
3499,Hong Ji-wun
3500,Olivier Guez
3501,Kirill Serebrennikov
3502,Mayolo Galvan
3503,Jeronimo Galvan
3504,Tony Gloria
3505,Amado Lacuesta
3506,Jose Javier Reyes
3507,Aubrey Stauffer
3508,Percy Heath
3509,Saman Hosseinpuor
3510,Luo-Bing Pan
3511,Dietmar Post
3512,Filippo Giardina
3513,Shi Daqian
3514,Peter Mackie Burns
3515,Daniel Wang
3516,Lan Cheng-lung
3517,Jo Swerling
3518,Armantono
3519,Garin Nugroho
3520,Solange T  rac
3521,Marc-Gilbert Sauvajon
3522,Kashy Khaledi
3523,Wang Chao
3524,Zachary Endres
3525,Anthony Maras
3526,Kang Kyung-tae
3527,Tony Giglio
3528,Bruno Dumont
3529,Fr  d  ric Dano
3530,Kurt Soberano
3531,Eduardo De Filippo
3532,Filippo Gili
3533,Victor V  
3534,Kay Nguy   n
3535,Maryam Touzani
3536,Alfonso Albacete
3537,David Menkes
3538,JJ Willis
3539,Harry Handworth
3540,Tabajara Ruas
3541,Jo  o Const  ncio
3542,Jos   Fonseca e Costa
3543,Francisco Pareja
3544,Lillian Leighton
3545,Behruz Afkhami
3546,Lucie Sunkov  
3547,Vladimir Leschiov
3548,John Hallowell
3549,Paul Morrissey
3550,Magda Adel Khiralla
3551,Dwight Taylor
3552,Philip MacDonald
3553,Emre Kavakl  
3554,Mario L  pez
3555,Ralf Kemper
3556,Luis Bu  uel
3557,Germ  n Tejeira
3558,Alejo Schettini
3559,Luc  a Silva
3560,John de Lancie
3561,Arthur Conan Doyle
3562,Nat Segaloff
3563,Ashley Campbell
3564,Ben Allen
3565,Amrou Al-Kadhi
3566,Scott T. Hinson
3567,Marco Alessi
3568,David F  rdmar
3569,Jake Graf
3570,Dean Loxton
3571,Jayesh Bhosale
3572,Abhishek Verma
3573,Jannik Splidsboel
3574,Yukio Mishima
3575,Rampo Edogawa
3576,Marin Karmitz
3577,Catherine Martin
3578,Marko Naber  nik
3579,Ale   Pavlin
3580,Elizabeth Gaskell
3581,Eliot Stannard
3582,Barry Louis
3583,Kazune Kawahara
3584,Mari Okada
3585,E.L. Katz
3586,Paula Gait  n
3587,Marc Camoletti
3588,Galina Golubeva
3589,Georges Sifianos
3590,John Volk
3591,Qiu Yujie
3592,Fu Dandi
3593,Wang  Zhiyong
3594,Roberto Urbani
3595,Emanuele Pisano
3596,Maurizio Ravallese
3597,Karen E. Francis
3598,Dumitru Carab    
3599,K. Balachander
3600,Mark Ryan-Martin
3601,Tony Oliver
3602,Florian Waerzeggers
3603,Jana K. Arnold
3604,Matt Dorff
3605,Aleks Horvat
3606,Geoffrey Baere
3607,Evan Jacobs
3608,Rose Schacht
3609,Ann Powell
3610,Don Michael Paul
3611,Roger Garcia
3612,John James McGuire
3613,Jacques Cameron
3614,Lena Headey
3615,Essam Bukhary
3616,Peter Cooper
3617,Atsuhiro Tomioka
3618,Amr Almaddah
3619,Eeva M  gi
3620,Arthur Miller
3621,Jack Olsen
3622,Paul Moore
3623,Michael Walcott
3624,Bazz Hancher
3625,Paul Auster
3626,Jerzy Grzymkowski
3627,Viktor Turov
3628,Kanae Minato
3629,Rainer Werner Fassbinder
3630,Dietrich Lohmann
3631,Ivan Bunin
3632,Alexandra Strelyanaya
3633,Hu Ranran
3634,Valentin Maksimenkov
3635,Juan Montes de Oca
3636,Takiko Shirakawa
3637,Jinsei Tsuji
3638,Isao Yukisada
3639,Haruo Taruya
3640,Yoshimi Shinozaki
3641,Tomasz Zygad  o
3642,Harry Solter
3643,Johnny Cash
3644,Siu Lun Or
3645,Steven Bernstein
3646,Erlom Akhvlediani
3647,Otar Iosseliani
3648,Sam Peckinpah
3649,William Douglas Lansford
3650,Ram  n Pereda
3651,Mohammad Ghorbankarimi
3652,Trudi-Ann Tierney
3653,Ren   Manzor
3654,Paul Bunnell
3655,Ned  ad Lati  
3656,Faruk Sokolovi  
3657,Paul Gallico
3658,Timothy Galfas
3659,Albert S. Ruddy
3660,Imtiaz Ali
3661,Gigi Levangie
3662,Keith Calder
3663,Dan Balgoyen
3664,Meriko Gehrmann
3665,Arne Laser
3666,Tony Cruz
3667,Lucah Rosenberg-Lee
3668,Jah Grey
3669,J. Mitchel Reed
3670,Vincenzo Cerami
3671,Roberto Benigni
3672,Jobe Weitzel
3673,Kieran Morris
3674,William Genat
3675,Burak Aksak
3676,Xavier Aliot
3677,Nicolas Chombart
3678,Guillaume Roux
3679,Florian Bestel
3680,Thomas C. Renner
3681,Antoinette Giancana
3682,Robert W. Lenski
3683,Eirik Ildahl
3684,Erik Gustavson
3685,Shih-Chieh Chen
3686,Kuo-Fu Chen
3687,Yuri Ozerov
3688,Ulyses Petit de Murat
3689,Natividad Zaro
3690,Tito Davison
3691,Jes  s C  rdenas
3692,Cantinflas
3693,Marco Antonio Almazan
3694,Christine Conradt
3695,Robert Malenfant
3696,Au Kin-yee
3697,James Ellroy
3698,Curtis Hanson
3699,Brian Helgeland
3700,Victoria Rivera
3701,Arnljot Berg
3702,Ji     Barta
3703,V  clav Mergl
3704,Thomas Wiesel
3705,Kevin Murphy
3706,Conor Lastowka
3707,Bill Corbett
3708,Sean Thomason
